Player,Injury,Start Date,Return Date,Days Missed
Andre Iguodala,placed on IL,2018-11-05,2018-11-08,3
Andre Iguodala,placed on IL with sore left knee,2018-04-08,2018-04-14,6
Andre Iguodala,placed on IL with right hip injury,2018-12-12,2018-12-17,5
Andre Iguodala,placed on IL with left hamstring injury,2019-02-10,2019-02-12,2
Andre Iguodala,placed on IL,2019-02-13,2019-02-21,8
Andre Iguodala,placed on IL with illness,2019-02-28,2019-03-02,2
Andre Iguodala,placed on IL with dental ailment,2019-03-18,2019-03-19,1
Andre Iguodala,placed on IL,2019-10-23,2020-02-06,106
Andre Iguodala,placed on IL with left calf injury,2019-05-20,2019-05-30,10
Andre Iguodala,placed on IL with sore left hip,2021-10-24,2021-10-26,2
Andre Iguodala,placed on IL with sore left knee,2018-03-31,2018-04-07,7
Andre Iguodala,placed on IL with sore right knee,2021-11-19,2021-12-11,22
Andre Iguodala,placed on IL with sore right knee,2021-12-22,2021-12-28,6
Andre Iguodala,placed on IL with left hip injury,2022-01-21,2022-02-07,17
Andre Iguodala,placed on IL with tightness in lower back,2022-02-10,2022-03-28,46
Andre Iguodala,placed on IL with lower back injury,2022-04-03,2022-04-06,3
Andre Iguodala,placed on IL with left hip injury,2022-04-10,2022-04-15,5
Andre Iguodala,placed on IL with cervical injury,2022-04-27,2022-06-02,36
Andre Iguodala,placed on IL with right knee inflammation,2022-06-05,2022-06-08,3
Andre Iguodala,placed on IL with left hip injury,2022-10-19,2023-01-07,80
Andre Iguodala,placed on IL with right hip injury,2023-01-15,2023-03-05,49
Andre Iguodala,placed on IL with toe injury,2019-04-04,2019-04-10,6
Andre Iguodala,placed on IL with left hip injury,2021-11-06,2021-11-08,2
Andre Iguodala,placed on IL with sore right knee,2022-01-03,2022-01-06,3
Andre Iguodala,placed on IL with sprained left ankle,2016-03-14,2016-04-05,22
Andre Iguodala,placed on IL,2014-04-14,2014-04-16,2
Andre Iguodala,placed on IL,2015-03-28,2015-03-31,3
Andre Iguodala,placed on IL with tighness in hamstring,2016-03-01,2016-03-03,2
Andre Iguodala,placed on IL with tightness in left hamstring,2016-03-07,2016-03-09,2
Andre Iguodala,placed on IL,2016-12-10,2016-12-11,1
Andre Iguodala,placed on IL for rest,2017-01-23,2017-01-25,2
Andre Iguodala,placed on IL with strained left hip,2017-03-21,2017-03-24,3
Andre Iguodala,placed on IL with sore left knee,2017-05-16,2017-05-20,4
Andre Iguodala,placed on IL with strained back,2017-10-17,2017-10-20,3
Andre Iguodala,placed on IL for rest,2017-11-11,2017-11-13,2
Andre Iguodala,placed on IL with right knee injury,2014-03-18,2014-03-28,10
Andre Iguodala,placed on IL with flu,2017-12-20,2017-12-22,2
Andre Iguodala,placed on IL with stiffness in lower back,2018-01-03,2018-01-04,1
Andre Iguodala,placed on IL with bruised left calf,2018-01-17,2018-01-23,6
Andre Iguodala,placed on IL for rest,2018-02-02,2018-02-03,1
Andre Iguodala,placed on IL with sprained left wrist,2018-03-08,2018-03-14,6
Andre Iguodala,placed on IL with sore left knee,2017-12-01,2017-12-04,3
Andre Miller,placed on IL,2016-04-22,2016-04-24,2
Andre Miller,placed on IL,2016-04-17,2016-04-19,2
Andre Miller,placed on IL for rest,2016-03-30,2016-04-02,3
Andre Roberson,placed on IL with sore right ankle,2020-08-09,2020-08-10,1
Andre Roberson,placed on IL with left knee injury,2019-10-23,2020-07-31,282
Andre Roberson,placed on IL with patellar tendinitis in left knee,2017-12-31,2018-01-17,17
Andre Roberson,placed on IL,2014-01-11,2014-01-14,3
Andre Roberson,placed on IL,2014-02-07,2014-02-13,6
Andre Roberson,placed on IL with sprained left ankle,2017-12-11,2017-12-15,4
Andre Roberson,placed on IL,2014-04-19,2014-05-19,30
Andre Roberson,placed on IL,2014-01-27,2014-02-03,7
Andre Roberson,placed on IL,2016-04-06,2016-04-09,3
Andre Roberson,placed on IL,2016-01-26,2016-02-21,26
Andre Roberson,placed on IL with illness,2015-11-16,2015-11-18,2
Andre Roberson,placed on IL,2014-04-09,2014-04-14,5
Andrea Bargnani,placed on IL with sore hamstring,2015-12-01,2015-12-10,9
Andrea Bargnani,placed on IL,2015-01-15,2015-02-09,25
Andrea Bargnani,placed on IL with strained right hamstring,2014-10-29,2014-12-31,63
Andrea Bargnani,placed on IL with illness,2016-02-19,2016-02-20,1
Andrei Kirilenko,placed on IL with sprained right ankle,2014-03-10,2014-03-15,5
Andrew Bogut,placed on IL with strained right hamstring,2017-02-03,2017-02-15,12
Andrew Bogut,placed on IL with ankle inflammation  / knee injury,2014-03-18,2014-03-20,2
Andrew Bogut,placed on IL with right knee injury,2014-12-10,2015-01-07,28
Andrew Bogut,placed on IL for rest,2015-01-16,2015-01-17,1
Andrew Bogut,placed on IL,2015-03-13,2015-03-14,1
Andrew Bogut,placed on IL with concussion,2015-10-30,2015-11-09,10
Andrew Bogut,placed on IL for rest,2016-04-09,2016-04-10,1
Andrew Bogut,placed on IL with bone bruise in right knee,2016-12-19,2016-12-27,8
Andrew Bogut,placed on IL for rest,2016-12-30,2017-01-03,4
Andrew Bogut,placed on IL with strained right hamstring,2017-01-15,2017-01-25,10
Andrew Bogut,placed on IL with tightness in back,2017-11-03,2017-11-08,5
Andrew Bogut,placed on IL with sore shoulder,2014-02-06,2014-02-24,18
Andrew Bynum,placed on IL with knee injury,2014-03-14,2014-03-15,1
Andrew Goudelock,placed on IL,2016-04-18,2016-04-27,9
Andrew Harrison,placed on IL with sore right ankle,2017-03-31,2017-04-04,4
Andrew Harrison,placed on IL with sore left shoulder,2018-01-05,2018-01-10,5
Andrew Harrison,placed on IL with right wrist injury,2018-03-03,2018-03-19,16
Andrew Nicholson,placed on IL,2015-02-02,2015-02-04,2
Andrew Nicholson,placed on IL,2017-04-02,2017-04-04,2
Andrew Nicholson,placed on IL,2015-02-06,2015-02-08,2
Andrew Nicholson,placed on IL,2015-01-18,2015-01-23,5
Andrew Nicholson,placed on IL,2017-03-01,2017-03-03,2
Andrew Nicholson,placed on IL,2017-03-28,2017-03-30,2
Andrew White III,placed on IL,2018-01-15,2018-02-14,30
Andrew Wiggins,placed on IL with sprained left thumb,2019-12-06,2019-12-08,2
Andrew Wiggins,placed on IL with bruised right quadriceps,2018-11-09,2018-11-12,3
Andrew Wiggins,placed on IL with bruised right quadriceps,2018-10-24,2018-10-31,7
Andrew Wiggins,placed on IL with illness,2019-12-30,2020-01-05,6
Andrew Wiggins,placed on IL with NBA health and safety protocols,2021-12-19,2021-12-27,8
Andrew Wiggins,placed on IL with sore left knee,2022-02-01,2022-02-02,1
Andrew Wiggins,placed on IL with sore left foot,2022-03-07,2022-03-08,1
Andrew Wiggins,placed on IL with illness,2022-03-14,2022-03-19,5
Andrew Wiggins,placed on IL with tightness in lower back,2022-04-10,2022-04-15,5
Andrew Wiggins,placed on IL with tightness in right adductor,2022-12-05,2023-01-07,33
Andrew Wiggins,placed on IL with illness,2019-02-11,2019-02-21,10
Andrew Wiggins,placed on IL with bruised left quadricep,2019-03-10,2019-03-14,4
Andrew Wiggins,placed on IL with illness,2023-01-25,2023-01-27,2
Andris Biedrins,placed on IL,2014-03-05,2014-03-14,9
Andris Biedrins,placed on IL with left shoulder injury,2014-03-16,2014-04-05,20
Anfernee Simons,placed on IL with sprained right ankle,2023-03-03,2023-03-10,7
Anfernee Simons,placed on IL with sprained right ankle,2023-02-16,2023-03-01,13
Anfernee Simons,placed on IL with left foot injury,2022-11-04,2022-11-07,3
Anfernee Simons,placed on IL with NBA health and safety protocols,2021-12-30,2022-01-02,3
Anfernee Simons,placed on IL with sprained right ankle,2021-12-03,2021-12-12,9
Anfernee Simons,placed on IL with illness,2021-11-24,2021-11-26,2
Anfernee Simons,placed on IL with NBA health and safety protocols,2021-03-23,2021-03-25,2
Anfernee Simons,placed on IL with strained left hamstring,2020-12-23,2020-12-25,2
Ante Zizic,placed on IL,2018-01-02,2018-01-15,13
Ante Zizic,placed on IL,2017-10-29,2017-11-01,3
Ante Zizic,placed on IL,2019-01-02,2019-01-08,6
Ante Zizic,placed on IL,2017-10-17,2017-10-21,4
Ante Zizic,placed on IL,2018-01-18,2018-02-07,20
Ante Zizic,placed on IL with left knee injury,2018-12-05,2018-12-07,2
Ante Zizic,placed on IL with sore lower back,2019-02-11,2019-02-13,2
Ante Zizic,placed on IL with concussion,2019-03-03,2019-03-08,5
Ante Zizic,placed on IL with vestibular condition,2020-01-13,2020-02-21,39
Ante Zizic,placed on IL with left foot injury,2019-10-23,2019-11-17,25
Anthony Bennett,placed on IL,2016-01-01,2016-01-22,21
Anthony Bennett,placed on IL with sprained right ankle,2015-02-27,2015-03-29,30
Anthony Brown,placed on IL,2015-11-13,2015-11-16,3
Anthony Brown,placed on IL,2015-11-20,2015-12-11,21
Anthony Brown,placed on IL with sore ankle,2016-02-09,2016-02-24,15
Anthony Brown,placed on IL,2017-10-18,2017-11-24,37
Anthony Brown,placed on IL,2017-12-01,2018-03-02,91
Anthony Brown,placed on IL,2015-11-03,2015-11-10,7
Anthony Davis,placed on IL with bruised left hip,2017-01-11,2017-01-14,3
Anthony Davis,placed on IL with bruised right quadriceps,2017-01-23,2017-01-25,2
Anthony Davis,placed on IL with sprained right elbow,2018-10-27,2018-10-29,2
Anthony Davis,placed on IL with left index finger injury,2019-01-21,2019-02-06,16
Anthony Davis,placed on IL,2019-02-23,2019-02-25,2
Anthony Davis,placed on IL,2019-03-02,2019-03-04,2
Anthony Davis,placed on IL with illness,2022-12-07,2022-12-09,2
Anthony Davis,placed on IL with sore right foot,2022-12-18,2023-01-25,38
Anthony Davis,placed on IL with sprained right ankle,2019-12-17,2019-12-19,2
Anthony Davis,placed on IL with sore right shoulder,2019-11-13,2019-11-15,2
Anthony Davis,placed on IL with stress reaction in right foot,2023-03-01,2023-03-03,2
Anthony Davis,placed on IL with right calf injury,2020-12-27,2020-12-28,1
Anthony Davis,placed on IL with strained right adductor,2021-01-08,2021-01-10,2
Anthony Davis,placed on IL with bruised right quadriceps,2021-01-28,2021-01-30,2
Anthony Davis,placed on IL with right Achilles injury,2021-02-08,2021-02-12,4
Anthony Davis,placed on IL with strained right calf / Achilles,2021-02-15,2021-04-22,66
Anthony Davis,placed on IL with left adductor injury,2021-05-12,2021-05-15,3
Anthony Davis,placed on IL with sprained MCL in left knee,2021-12-21,2022-01-25,35
Anthony Davis,placed on IL with sore right wrist,2022-01-28,2022-01-30,2
Anthony Davis,placed on IL with sprained right foot,2022-02-17,2022-04-01,43
Anthony Davis,placed on IL with stress reaction in right foot,2023-03-15,2023-03-17,2
Anthony Davis,placed on IL with bruised tailbone,2020-01-10,2020-01-20,10
Anthony Davis,placed on IL with sore right knee,2020-08-13,2020-08-18,5
Anthony Edwards,placed on IL with NBA health and safety protocols,2021-12-17,2021-12-31,14
Anthony Edwards,placed on IL with patella tendinopathy in left knee,2022-03-04,2022-03-09,5
Anthony Edwards,placed on IL with sprained right ankle,2023-03-18,2023-03-26,8
Anthony Gill,placed on IL with gastroenteritis,2021-02-14,2021-02-15,1
Anthony Gill,placed on IL with NBA health and safety protocols,2021-12-27,2021-12-30,3
Anthony Gill,placed on IL with NBA health and safety protocols,2022-01-02,2022-01-11,9
Anthony Morrow,placed on IL,2017-03-10,2017-03-17,7
Anthony Morrow,placed on IL,2017-03-02,2017-03-06,4
Anthony Morrow,placed on IL with right shoulder injury,2015-02-08,2015-02-09,1
Anthony Tolliver,placed on IL with NBA health and safety protocols,2021-04-12,2021-04-14,2
Anthony Tolliver,placed on IL,2017-10-18,2017-10-20,2
Anthony Tolliver,placed on IL with sprained right knee,2016-11-05,2016-11-08,3
Antonio Blakeney,placed on IL,2018-02-12,2018-03-09,25
Antonio Blakeney,placed on IL,2017-12-04,2018-01-31,58
Antonio Blakeney,placed on IL,2017-11-10,2017-11-15,5
Antonio Blakeney,placed on IL,2017-10-28,2017-11-07,10
Antonio Blakeney,placed on IL,2017-10-24,2017-10-26,2
Antonius Cleveland,placed on IL with left ankle injury,2018-02-26,2018-04-03,36
Anzejs Pasecniks,placed on IL with sprained left ankle,2020-01-20,2020-01-23,3
Anzejs Pasecniks,placed on IL with stiff neck,2020-03-08,2020-03-10,2
Anzejs Pasecniks,placed on IL with illness,2020-02-28,2020-03-01,2
Archie Goodwin,placed on IL,2015-01-28,2015-02-02,5
Archie Goodwin,placed on IL,2015-01-16,2015-01-21,5
Archie Goodwin,placed on IL,2014-12-26,2014-12-31,5
Archie Goodwin,placed on IL,2014-02-05,2014-02-21,16
Archie Goodwin,placed on IL,2014-01-24,2014-02-01,8
Archie Goodwin,placed on IL,2015-02-08,2015-02-20,12
Armoni Brooks,placed on IL with NBA health and safety protocols,2022-01-02,2022-01-07,5
Armoni Brooks,placed on IL with NBA health and safety protocols,2021-04-04,2021-04-09,5
Armoni Brooks,placed on IL with NBA health and safety protocols,2022-01-09,2022-01-12,3
Armoni Brooks,placed on IL with left ankle injury,2021-12-18,2021-12-20,2
Aron Baynes,placed on IL with sprained left ankle,2018-12-08,2018-12-10,2
Aron Baynes,placed on IL with strained right hamstring,2018-10-22,2018-10-30,8
Aron Baynes,placed on IL with fractured left hand,2018-12-21,2019-01-16,26
Aron Baynes,placed on IL with rib injury,2014-04-03,2014-04-10,7
Aron Baynes,placed on IL with sprained left ankle,2019-03-23,2019-03-24,1
Aron Baynes,placed on IL with sore left ankle,2019-04-09,2019-04-13,4
Aron Baynes,placed on IL with sore left hip,2020-01-26,2020-01-31,5
Aron Baynes,placed on IL with bruised left foot,2019-02-03,2019-03-03,28
Aron Baynes,placed on IL with right knee injury / conditioning,2020-08-05,2020-08-11,6
Aron Baynes,placed on IL with sprained left elbow,2018-02-24,2018-02-26,2
Aron Baynes,placed on IL with sprained right ankle,2015-03-24,2015-03-28,4
Aron Baynes,placed on IL with rib injury,2015-03-17,2015-03-20,3
Aron Baynes,placed on IL with neck spasms,2015-01-09,2015-01-10,1
Aron Baynes,placed on IL with sore left hip,2020-02-10,2020-02-21,11
Aron Baynes,placed on IL,2014-04-20,2014-04-26,6
Arron Afflalo,placed on IL,2018-03-02,2018-03-05,3
Arron Afflalo,placed on IL with back spasms,2017-12-15,2017-12-20,5
Arron Afflalo,placed on IL with sprained right elbow,2016-12-26,2017-01-03,8
Arron Afflalo,placed on IL with strained left hamstring,2015-11-04,2015-11-11,7
Arron Afflalo,placed on IL with strained right shoulder,2015-04-11,2015-04-25,14
Arron Afflalo,placed on IL,2015-02-20,2015-02-22,2
Arron Afflalo,placed on IL with sprained right ankle,2014-02-25,2014-03-05,8
Austin Daye,placed on IL,2015-03-30,2015-03-31,1
Austin Daye,placed on IL,2015-01-16,2015-01-17,1
Austin Daye,placed on IL,2014-03-02,2014-03-06,4
Austin Daye,placed on IL,2014-03-08,2014-03-22,14
Austin Daye,placed on IL,2015-04-19,2015-05-24,35
Austin Daye,placed on IL,2015-04-04,2015-04-08,4
Austin Daye,placed on IL,2015-03-25,2015-03-27,2
Austin Daye,placed on IL,2014-02-03,2014-02-05,2
Austin Reaves,placed on IL with strained left hamstring,2023-01-09,2023-02-07,29
Austin Reaves,placed on IL with sprained right ankle,2022-12-19,2022-12-23,4
Austin Reaves,placed on IL with NBA health and safety protocols,2021-12-17,2021-12-30,13
Austin Rivers,placed on IL with NBA health and safety protocols,2021-12-01,2021-12-17,16
Austin Rivers,placed on IL with concussion,2017-12-15,2017-12-18,3
Austin Rivers,placed on IL with back spasms,2023-03-10,2023-03-17,7
Austin Rivers,placed on IL with right ankle / right heel injury,2018-01-04,2018-02-09,36
Austin Rivers,placed on IL with right hip injury,2022-10-24,2022-10-26,2
Austin Rivers,placed on IL with illness,2023-03-29,2023-04-09,11
Austin Rivers,placed on IL with strained left hamstring,2017-04-15,2017-04-25,10
Austin Rivers,placed on IL with ankle injury / rest,2016-04-06,2016-04-10,4
Austin Rivers,placed on IL with fractured left hand,2016-02-07,2016-03-02,24
Austin Rivers,placed on IL with illness,2019-04-28,2019-04-30,2
Austin Rivers,placed on IL with flu,2019-12-11,2019-12-13,2
Austin Rivers,placed on IL with illness,2022-03-04,2022-03-06,2
Austin Rivers,placed on IL with sprained right thumb,2020-01-18,2020-01-22,4
Austin Rivers,placed on IL with sore right groin,2020-12-22,2020-12-31,9
Austin Rivers,placed on IL,2018-12-16,2018-12-25,9
Austin Rivers,placed on IL with illness,2021-02-21,2021-02-24,3
Austin Rivers,placed on IL,2015-12-25,2015-12-26,1
Austin Rivers,placed on IL with sore right Achilles,2021-01-21,2021-01-24,3
Austin Rivers,placed on IL with right hip flexor injury,2022-02-08,2022-02-11,3
Avery Bradley,placed on IL with sore/strained right Achilles,2017-01-21,2017-02-27,37
Avery Bradley,placed on IL with hamstring injury / rest,2017-03-05,2017-03-06,1
Avery Bradley,placed on IL with right knee injury,2022-02-15,2022-03-03,16
Avery Bradley,placed on IL with sore right ankle,2014-02-19,2014-03-09,18
Avery Bradley,placed on IL with sore right groin/hamstring,2018-01-30,2018-02-03,4
Avery Bradley,placed on IL with strained adductor in right groin,2017-12-26,2018-01-03,8
Avery Bradley,placed on IL with Achilles injury / sprained ankle / illness,2017-01-07,2017-01-16,9
Avery Bradley,placed on IL,2014-01-24,2014-01-31,7
Avery Bradley,placed on IL with NBA health and safety protocols,2021-01-16,2021-01-27,11
Avery Bradley,placed on IL with flu,2014-12-12,2014-12-15,3
Avery Bradley,placed on IL with strained left elbow,2015-03-06,2015-03-11,5
Avery Bradley,placed on IL with sore left hip,2016-01-04,2016-01-10,6
Avery Bradley,placed on IL with leg injury,2015-11-11,2015-11-13,2
Avery Bradley,placed on IL with NBA health and safety protocols,2021-12-16,2021-12-25,9
Avery Bradley,placed on IL with sprained left ankle,2018-11-05,2018-11-19,14
Avery Bradley,placed on IL with quadriceps injury,2015-04-15,2015-04-19,4
Avery Bradley,placed on IL with bruised right knee,2021-02-24,2021-03-29,33
Avery Bradley,placed on IL with gastroenteritis,2017-03-31,2017-04-05,5
Avery Bradley,placed on IL with right leg injury,2019-11-15,2019-12-11,26
Axel Toupane,placed on IL with NBA health and safety protocols,2021-03-15,2021-03-20,5
Axel Toupane,placed on IL,2017-02-26,2017-02-27,1
Axel Toupane,placed on IL with strained right oblique muscle,2021-04-27,2021-05-22,25
Ayo Dosunmu,placed on IL with NBA health and safety protocols,2021-12-11,2021-12-23,12
Ayo Dosunmu,placed on IL with concussion,2022-02-08,2022-02-11,3
B.J. Johnson,placed on IL with NBA health and safety protocols,2021-12-26,2021-12-27,1
Ben Gordon,placed on IL,2015-01-25,2015-01-29,4
Ben McLemore,placed on IL with NBA health and safety protocols,2021-12-25,2021-12-30,5
Ben McLemore,placed on IL  surgery on right foot to repair fracture,2017-10-17,2017-11-11,25
Ben McLemore,placed on IL for quadriceps injury / rest,2016-12-14,2016-12-16,2
Ben Moore,placed on IL,2018-01-14,2018-01-24,10
Ben Moore,placed on IL,2018-01-29,2018-02-05,7
Ben Simmons,placed on IL with strained left calf,2022-11-30,2022-12-09,9
Ben Simmons,placed on IL,2022-12-10,2022-12-12,2
Ben Simmons,placed on IL with gastroenteritis,2019-03-25,2019-03-28,3
Ben Simmons,placed on IL with sore left knee,2023-01-27,2023-02-07,11
Ben Simmons,placed on IL with left knee injury,2022-10-31,2022-11-07,7
Ben Simmons,placed on IL with back injury,2018-10-23,2018-10-24,1
Ben Simmons,placed on IL with right shoulder injury,2019-11-08,2019-11-12,4
Ben Simmons,placed on IL with dental ailment,2019-04-10,2019-04-12,2
Ben Simmons,placed on IL with back injury,2021-05-16,2021-05-23,7
Ben Simmons,placed on IL with tightness in lower back,2020-02-20,2020-02-22,2
Ben Simmons,placed on IL with back injury,2020-02-24,2020-07-31,158
Ben Simmons,placed on IL with sore left knee,2021-01-09,2021-01-12,3
Ben Simmons,placed on IL with NBA health and safety protocols,2021-03-11,2021-03-14,3
Ben Simmons,placed on IL with illness,2021-02-17,2021-02-21,4
Ben Simmons,placed on IL with illness,2021-04-19,2021-04-26,7
Ben Simmons,placed on IL with back injury,2021-05-08,2021-05-10,2
Ben Simmons,placed on IL with left calf injury,2021-02-04,2021-02-06,2
Bennedict Mathurin,placed on IL with sprained right ankle,2023-03-10,2023-03-20,10
Beno Udrih,placed on IL with sprained right ankle,2015-04-25,2015-04-27,2
Beno Udrih,placed on IL with sprained right knee,2017-04-10,2017-04-12,2
Bismack Biyombo,placed on IL with sprained left knee,2019-03-08,2019-03-09,1
Bismack Biyombo,placed on IL,2019-02-14,2019-02-22,8
Bismack Biyombo,placed on IL,2018-12-14,2018-12-29,15
Bismack Biyombo,placed on IL,2018-12-07,2018-12-09,2
Bismack Biyombo,placed on IL,2018-11-26,2018-12-02,6
Bismack Biyombo,placed on IL with bone bruise in right knee,2015-02-05,2015-03-01,24
Blake Griffin,placed on IL with left knee injury,2021-01-23,2021-01-25,2
Blake Griffin,placed on IL with sore left knee,2019-04-10,2019-04-20,10
Blake Griffin,placed on IL  surgery on right elbow to remove staph infection,2015-02-25,2015-03-15,18
Blake Griffin,placed on IL,2016-03-28,2016-04-03,6
Blake Griffin,placed on IL with arthroscopic surgery on right knee,2016-12-20,2017-01-24,35
Blake Griffin,placed on IL with sprained MCL in left knee,2017-11-30,2017-12-29,29
Blake Griffin,placed on IL with concussion,2018-01-08,2018-01-11,3
Blake Griffin,placed on IL,2019-01-10,2019-01-12,2
Blake Griffin,placed on IL,2019-03-18,2019-03-21,3
Blake Griffin,placed on IL with sore left knee,2019-04-01,2019-04-05,4
Blake Griffin,placed on IL with left hamstring injury,2019-10-23,2019-11-11,19
Blake Griffin,placed on IL with torn left quadriceps tendon,2015-12-26,2016-03-27,92
Blake Griffin,placed on IL with left hamstring injury,2019-11-23,2019-11-25,2
Blake Griffin,placed on IL with left knee injury,2020-12-27,2020-12-29,2
Blake Griffin,placed on IL with concussion,2020-12-31,2021-01-03,3
Blake Griffin,placed on IL,2021-01-04,2021-01-06,2
Blake Griffin,placed on IL with left knee injury,2021-01-27,2021-01-28,1
Blake Griffin,placed on IL with left knee injury,2021-02-14,2021-03-05,19
Blake Griffin,placed on IL with left knee injury,2021-03-10,2021-03-21,11
Blake Griffin,placed on IL with left knee injury,2021-04-01,2021-04-04,3
Blake Griffin,placed on IL with left knee injury,2021-04-05,2021-04-07,2
Blake Griffin,placed on IL with sore left knee,2019-12-20,2019-12-23,3
Blake Wesley,placed on IL with left knee injury,2022-11-01,2022-12-22,51
Boban Marjanovic,placed on IL,2015-12-09,2015-12-11,2
Boban Marjanovic,placed on IL with NBA health and safety protocols,2021-12-29,2022-01-09,11
Boban Marjanovic,placed on IL,2015-10-28,2015-11-02,5
Boban Marjanovic,placed on IL,2017-10-25,2017-10-28,3
Boban Marjanovic,placed on IL,2015-11-18,2015-11-23,5
Boban Marjanovic,placed on IL,2015-11-11,2015-11-14,3
Boban Marjanovic,placed on IL,2015-11-25,2015-11-27,2
Boban Marjanovic,placed on IL,2015-12-12,2015-12-16,4
Boban Marjanovic,placed on IL,2016-03-21,2016-03-23,2
Boban Marjanovic,placed on IL,2015-11-30,2015-12-03,3
Boban Marjanovic,placed on IL,2015-12-05,2015-12-07,2
Boban Marjanovic,placed on IL,2016-12-26,2016-12-28,2
Boban Marjanovic,placed on IL,2017-10-20,2017-10-21,1
Boban Marjanovic,placed on IL,2016-04-07,2016-04-08,1
Boban Marjanovic,placed on IL with right knee injury,2019-02-28,2019-03-12,12
Bobby Brown,placed on IL,2016-11-27,2016-11-29,2
Bobby Brown,placed on IL,2016-12-16,2016-12-27,11
Bobby Brown,placed on IL,2017-01-05,2017-01-08,3
Bobby Portis,placed on IL with strained left hamstring,2021-10-18,2021-10-27,9
Bobby Portis,placed on IL with sprained right knee,2023-01-23,2023-02-23,31
Bobby Portis,placed on IL with NBA health and safety protocols,2021-03-26,2021-04-02,7
Bobby Portis,placed on IL,2021-10-30,2021-10-31,1
Bobby Portis,placed on IL with NBA health and safety protocols,2021-12-16,2021-12-24,8
Bogdan Bogdanovic,placed on IL with sprained right ankle,2017-10-18,2017-10-26,8
Bogdan Bogdanovic,placed on IL with left hamstring injury,2018-03-19,2018-03-22,3
Bogdan Bogdanovic,placed on IL with bruised right knee,2019-12-04,2019-12-06,2
Bogdan Bogdanovic,placed on IL with sore right ankle,2019-12-20,2019-12-26,6
Bogdan Bogdanovic,placed on IL with sore right ankle,2020-01-04,2020-01-18,14
Bogdan Bogdanovic,placed on IL with sprained right knee,2021-01-10,2021-03-02,51
Bogdan Bogdanovic,placed on IL with left hamstring injury,2021-05-16,2021-05-23,7
Bogdan Bogdanovic,placed on IL with back injury,2023-03-11,2023-03-13,2
Bogdan Bogdanovic,placed on IL with sore right knee,2022-01-15,2022-01-26,11
Bogdan Bogdanovic,placed on IL with sprained right ankle,2021-11-28,2021-12-22,24
Bogdan Bogdanovic,placed on IL with NBA health and safety protocols,2021-12-28,2022-01-07,10
Bojan Bogdanovic,placed on IL with strained left calf,2022-03-14,2022-03-31,17
Bojan Bogdanovic,placed on IL with right leg injury,2022-03-10,2022-03-12,2
Bojan Bogdanovic,placed on IL with finger injury,2022-01-24,2022-01-25,1
Bojan Bogdanovic,placed on IL with sore Achilles,2023-02-27,2023-03-01,2
Bojan Bogdanovic,placed on IL with sore right knee,2022-11-27,2022-11-29,2
Bojan Bogdanovic,placed on IL with illness,2023-01-15,2023-01-19,4
Bojan Bogdanovic,placed on IL with right calf injury,2023-01-10,2023-01-11,1
Bojan Bogdanovic,placed on IL with back injury,2017-03-25,2017-03-28,3
Bojan Bogdanovic,placed on IL with sprained left ankle,2018-01-06,2018-01-08,2
Bojan Bogdanovic,placed on IL with sprained left ankle,2019-10-25,2019-10-26,1
Bojan Bogdanovic,placed on IL with left calf injury,2022-04-10,2022-04-15,5
Bojan Bogdanovic,placed on IL with finger injury,2022-01-06,2022-01-08,2
Bojan Bogdanovic,placed on IL for rest,2018-04-10,2018-04-15,5
Bol Bol,placed on IL with left foot injury,2019-10-23,2020-07-31,282
Bol Bol,placed on IL with NBA health and safety protocols,2021-12-04,2021-12-08,4
Bol Bol,placed on IL with COVID-19,2023-01-04,2023-01-10,6
Bol Bol,placed on IL with NBA health and safety protocols,2021-12-17,2021-12-29,12
Boris Diaw,placed on IL with strep throat,2014-01-04,2014-01-07,3
Boris Diaw,placed on IL for rest,2016-03-25,2016-03-26,1
Boris Diaw,placed on IL with sore right adductor,2016-04-05,2016-04-13,8
Boris Diaw,placed on IL with bruised right leg,2016-11-06,2016-11-14,8
Brad Wanamaker,placed on IL with NBA health and safety protocols,2021-12-31,2022-01-08,8
Bradley Beal,placed on IL with left hamstring injury,2023-01-18,2023-01-18,0
Bradley Beal,placed on IL with left hamstring injury,2022-12-28,2023-01-03,6
Bradley Beal,placed on IL with strained right hamstring,2022-12-10,2022-12-18,8
Bradley Beal,placed on IL with bruised right thigh,2022-11-23,2022-11-25,2
Bradley Beal,placed on IL with NBA health and safety protocols,2022-01-11,2022-01-17,6
Bradley Beal,placed on IL with NBA health and safety protocols,2021-12-23,2021-12-30,7
Bradley Beal,placed on IL with strained left hamstring,2021-05-09,2021-05-16,7
Bradley Beal,placed on IL with bruised right hip,2021-03-29,2021-04-07,9
Bradley Beal,placed on IL with NBA health and safety protocols,2022-11-06,2022-11-16,10
Bradley Beal,placed on IL with right leg injury,2019-12-28,2020-01-01,4
Bradley Beal,placed on IL for rest,2017-04-12,2017-04-16,4
Bradley Beal,placed on IL with sore right hamstring,2016-11-11,2016-11-12,1
Bradley Beal,placed on IL with sprained pelvis,2016-03-17,2016-03-19,2
Bradley Beal,placed on IL with sprained pelvis,2016-03-08,2016-03-14,6
Bradley Beal,placed on IL with fractured nose and concussion,2016-01-26,2016-01-28,2
Bradley Beal,placed on IL for rest,2016-01-16,2016-01-18,2
